"Date","Open","High","Low","Close","Shares Traded","Turnover (Rs. Cr)"
"08-Apr-2020","    18799.40","    20324.10","    18482.90","    18946.45","      508444556","        13710.09"
"09-Apr-2020","    19553.15","    19988.30","    19166.90","    19913.60","      389986610","        10229.40"
"13-Apr-2020","    19854.90","    19887.05","    19294.00","    19488.00","      288209448","         7634.04"
"15-Apr-2020","    20096.35","    20184.10","    18776.75","    19057.05","      389865463","        11188.39"
"16-Apr-2020","    18957.15","    19520.30","    18703.45","    19400.00","      350278671","        10404.75"
"17-Apr-2020","    20394.75","    20866.55","    19729.30","    20681.45","      475038288","        12586.71"
"20-Apr-2020","    21104.70","    21122.10","    20444.25","    20522.65","      438637821","        11742.64"
"21-Apr-2020","    19812.05","    19891.45","    19247.95","    19409.35","      311922545","         8248.51"
"22-Apr-2020","    19306.95","    19806.35","    19051.95","    19701.85","      349355747","         9091.05"
"23-Apr-2020","    19871.35","    20356.50","    19584.40","    20267.95","      325385187","         8994.59"
"24-Apr-2020","    19697.65","    19950.15","    19515.40","    19586.65","      305735017","         8019.89"
"27-Apr-2020","    19870.80","    20224.75","    19847.65","    20081.15","      299864446","         8082.32"
"28-Apr-2020","    20436.60","    20751.30","    20260.80","    20671.10","      367772101","        10339.15"
"29-Apr-2020","    20440.40","    21348.15","    20393.65","    21090.20","      400629555","        12331.95"
"30-Apr-2020","    21589.20","    21967.00","    21353.65","    21534.50","      471511130","        11158.91"
"04-May-2020","    20514.75","    20530.45","    19643.60","    19743.75","      328804506","         7635.19"
"05-May-2020","    20147.30","    20223.15","    19212.35","    19271.75","      381269938","         9095.40"
"06-May-2020","    19302.45","    19806.60","    18941.00","    19694.55","      395557269","         9797.35"
"07-May-2020","    19536.05","    19757.25","    19332.15","    19491.80","      300140979","         7706.31"
"08-May-2020","    19844.00","    19969.60","    19285.05","    19352.90","      330610646","         7983.74"
"11-May-2020","    19610.45","    19733.40","    18900.90","    18950.50","      342556509","         8610.25"
"12-May-2020","    18751.40","    18993.40","    18287.00","    18862.85","      395412970","        10402.20"
"13-May-2020","    20017.75","    20122.25","    19429.90","    19634.95","      520830667","        12055.56"
"14-May-2020","    19197.70","    19380.10","    19024.75","    19068.50","      333038859","         7758.17"
"15-May-2020","    19098.80","    19119.10","    18683.65","    18833.95","      240590869","         5598.32"
"18-May-2020","    18795.10","    18795.10","    17514.20","    17573.20","      434763906","         9980.50"
"19-May-2020","    18037.15","    18175.30","    17390.65","    17486.25","      415466049","         9541.76"
"20-May-2020","    17486.50","    18002.65","    17407.70","    17840.20","      326225920","         7525.24"
"21-May-2020","    17901.95","    18200.70","    17658.55","    17735.10","      347575113","         7748.12"
"22-May-2020","    17554.25","    17952.25","    17105.00","    17278.90","      484792159","         9991.95"
"26-May-2020","    17537.65","    17681.70","    17311.25","    17440.35","      336758208","         6854.37"
"27-May-2020","    17603.40","    18874.25","    17560.35","    18710.55","      538003230","        12905.82"
"28-May-2020","    18924.45","    19455.55","    18818.95","    19169.80","      561124154","        14381.40"
"29-May-2020","    18962.00","    19358.05","    18729.90","    19297.25","      581732090","        10922.76"
"01-Jun-2020","    19728.90","    20225.35","    19632.90","    19959.90","      558065113","        10263.32"
"02-Jun-2020","    20120.60","    20615.75","    19852.55","    20530.20","      448324616","        11334.54"
"03-Jun-2020","    20966.60","    21619.55","    20822.00","    20940.70","      616871764","        14189.77"
"04-Jun-2020","    20932.35","    21141.80","    20316.20","    20390.45","      587859629","        11840.17"
"05-Jun-2020","    20516.40","    21198.70","    20425.05","    21034.50","      637447046","        11950.42"
"08-Jun-2020","    21636.10","    21807.40","    20911.25","    21187.35","      748110342","        14784.22"
"09-Jun-2020","    21295.50","    21568.85","    20629.70","    20724.90","      641246103","        14242.32"
"10-Jun-2020","    20760.95","    21251.45","    20671.55","    21100.10","      582992179","        12121.73"
"11-Jun-2020","    21084.70","    21244.45","    20458.30","    20525.15","      747065326","        15002.14"
"12-Jun-2020","    19529.30","    20747.70","    19526.10","    20654.55","      599190078","        13935.65"
"15-Jun-2020","    20457.15","    20470.85","    19740.20","    19912.90","      465009106","        10707.30"
"16-Jun-2020","    20500.65","    20638.85","    19507.05","    20296.70","      552448328","        13903.52"
"17-Jun-2020","    20137.45","    20627.90","    19978.15","    20201.75","      453526032","        11014.55"
"18-Jun-2020","    20137.60","    21028.35","    20030.35","    20956.30","      362837078","         9472.12"
"19-Jun-2020","    20970.10","    21467.65","    20878.25","    21338.10","      523371321","        13175.29"
"22-Jun-2020","    21491.55","    22078.25","    21425.55","    21708.35","      664606529","        12224.92"
"23-Jun-2020","    21859.25","    22322.30","    21647.80","    22264.90","      527935624","        10872.51"
"24-Jun-2020","    22479.35","    22479.55","    21336.35","    21426.80","      684574815","        14467.17"
"25-Jun-2020","    21218.05","    21703.50","    20926.45","    21506.15","      586179820","        15602.68"
"26-Jun-2020","    21735.05","    21784.65","    21320.10","    21592.05","      375592321","         9898.51"
"29-Jun-2020","    21291.55","    21440.05","    21026.45","    21359.00","      328004604","         8606.69"
"30-Jun-2020","    21524.30","    21650.50","    21212.00","    21370.15","      292655825","         8208.92"
"01-Jul-2020","    21354.10","    22061.60","    21281.85","    21977.60","      385956486","        10267.97"
"02-Jul-2020","    22133.80","    22344.85","    21890.50","    21953.20","      398994350","        11077.87"
"03-Jul-2020","    22101.75","    22130.30","    21768.00","    21852.40","      256179957","         7084.50"
"06-Jul-2020","    22270.95","    22399.25","    22171.05","    22198.95","      290921694","         7884.54"
"07-Jul-2020","    22254.30","    22674.50","    22040.35","    22628.00","      455766093","        11652.55"
"08-Jul-2020","    22700.90","    23080.60","    22499.50","    22584.65","      673130542","        16312.40"
"09-Jul-2020","    22753.15","    22998.30","    22673.40","    22907.20","      355982560","         8998.85"
"10-Jul-2020","    22720.95","    22835.20","    22320.05","    22398.45","      457099610","         8969.63"
"13-Jul-2020","    22613.25","    22657.40","    21981.65","    22089.25","      293704011","         7516.64"
"14-Jul-2020","    21877.60","    21909.70","    21222.45","    21392.20","      338499620","         8134.81"
"15-Jul-2020","    21634.25","    21935.50","    21230.55","    21340.75","      359145119","         8748.15"
"16-Jul-2020","    21453.25","    21671.25","    21027.85","    21597.15","      348563989","         7838.97"
"17-Jul-2020","    21608.05","    22065.00","    21550.80","    21966.80","      294921788","         7404.45"
"20-Jul-2020","    22307.30","    22520.45","    22187.80","    22321.85","      349653489","        10172.45"
"21-Jul-2020","    22639.85","    22861.90","    22597.95","    22782.00","      316649600","         9744.39"
"22-Jul-2020","    23159.00","    23211.35","    22658.20","    22882.60","      412721326","        11349.74"
"23-Jul-2020","    22854.85","    23122.35","    22734.90","    23083.90","      307580829","         8038.76"
"24-Jul-2020","    22853.20","    22854.05","    22417.20","    22662.05","      436264876","         9908.17"
"27-Jul-2020","    22664.60","    22668.05","    21801.35","    21848.75","      340888880","         9407.53"
"28-Jul-2020","    21940.15","    22233.00","    21611.40","    22105.20","      379785455","        11478.58"
"29-Jul-2020","    22075.00","    22346.40","    21906.35","    22076.60","      400357048","        10163.56"
"30-Jul-2020","    22195.05","    22252.60","    21580.15","    21646.85","      299568955","         7662.27"
"31-Jul-2020","    21730.55","    21806.95","    21375.00","    21640.05","      397341689","         9345.20"
"03-Aug-2020","    21543.80","    21543.80","    21031.45","    21072.10","      431029295","        11151.87"
"04-Aug-2020","    21248.25","    21576.35","    21057.75","    21490.50","      297019822","         9152.34"
"05-Aug-2020","    21686.85","    21936.50","    21448.40","    21509.95","      338829581","         8818.01"
"06-Aug-2020","    21644.25","    21926.55","    21370.30","    21642.60","      386597915","         9575.39"
"07-Aug-2020","    21620.25","    21787.25","    21451.30","    21754.00","      378616471","         7686.14"
"10-Aug-2020","    21824.90","    22071.95","    21795.10","    21900.25","      261796164","         5943.76"
"11-Aug-2020","    22050.20","    22277.60","    22039.85","    22227.20","      377912975","         8137.50"
"12-Aug-2020","    22135.95","    22326.55","    21990.20","    22264.00","      507472323","         9323.94"
"13-Aug-2020","    22395.20","    22439.95","    22139.60","    22196.35","      289096635","         6479.17"
"14-Aug-2020","    22334.95","    22334.95","    21459.10","    21679.40","      318837489","         7137.99"
"17-Aug-2020","    21906.95","    21909.40","    21403.15","    21700.85","      263359893","         6133.05"
"18-Aug-2020","    21702.00","    22227.75","    21629.40","    22170.60","      311809274","         6815.59"
"19-Aug-2020","    22315.40","    22419.35","    22234.25","    22285.90","      348005901","         6826.17"
"20-Aug-2020","    21989.90","    22079.90","    21886.70","    21999.45","      314838525","         7200.49"
"21-Aug-2020","    22190.70","    22344.05","    22165.05","    22299.60","      347083160","         7452.15"
"24-Aug-2020","    22436.85","    22897.50","    22410.05","    22833.00","      346273118","         8022.91"
"25-Aug-2020","    22973.40","    23180.30","    22857.90","    23092.15","      422190044","        10281.89"
"26-Aug-2020","    23175.55","    23453.40","    23093.15","    23414.20","      337920632","         9538.81"
"27-Aug-2020","    23511.45","    23704.05","    23464.15","    23600.35","      430926732","        11647.67"
"28-Aug-2020","    23635.30","    24611.80","    23599.20","    24523.80","      812646625","        19923.72"
"31-Aug-2020","    25038.80","    25232.60","    23385.30","    23754.35","      712975732","        18730.27"
"01-Sep-2020","    23893.80","    24199.65","    23473.15","    23812.00","      484334092","        11653.99"
"02-Sep-2020","    23769.00","    23926.15","    23482.55","    23874.55","      293508250","         7341.21"
"03-Sep-2020","    23986.15","    24051.60","    23451.65","    23530.85","      214818095","         5849.15"
"04-Sep-2020","    23119.15","    23394.80","    22876.90","    23011.50","      341042607","         8634.33"
"07-Sep-2020","    23036.25","    23109.10","    22716.25","    22945.05","      245264124","         5986.14"
"08-Sep-2020","    22971.20","    23064.15","    22641.40","    22744.40","      231451727","         5907.64"
"09-Sep-2020","    22486.70","    22554.60","    22080.40","    22267.00","      305088443","         7212.74"
"10-Sep-2020","    22466.55","    22678.65","    22225.25","    22466.20","      278551123","         7079.21"
"11-Sep-2020","    22509.95","    22668.75","    22205.95","    22479.95","      214789265","         5767.58"
"14-Sep-2020","    22683.35","    22757.30","    22028.15","    22101.25","      265397711","         6512.78"
"15-Sep-2020","    22202.80","    22514.15","    22062.35","    22465.65","      248826760","         6131.93"
"16-Sep-2020","    22476.30","    22659.40","    22216.50","    22573.55","      245862302","         6180.56"
"17-Sep-2020","    22352.00","    22504.45","    22267.05","    22320.35","      216408615","         5116.72"
"18-Sep-2020","    22439.35","    22469.40","    21784.90","    22031.05","      320585881","         8691.08"
"21-Sep-2020","    21983.40","    22098.85","    21274.30","    21366.80","      283525089","         6846.44"
"22-Sep-2020","    21445.25","    21473.35","    20958.45","    21139.10","      325400312","         7324.61"
"23-Sep-2020","    21350.80","    21365.05","    20821.00","    21178.50","      299197195","         5766.31"
"24-Sep-2020","    20898.80","    20955.60","    20404.90","    20456.85","      276420580","         6218.63"
"25-Sep-2020","    20740.80","    21064.30","    20430.70","    20982.35","      280646576","         5902.57"
"28-Sep-2020","    21152.05","    21708.85","    21055.10","    21665.50","      240223120","         5550.96"
"29-Sep-2020","    21770.90","    21811.50","    21280.60","    21411.30","      242993739","         5129.99"
"30-Sep-2020","    21405.25","    21549.35","    21128.50","    21451.80","      240051659","         5310.13"
"01-Oct-2020","    21685.25","    22293.75","    21664.15","    22246.00","      348728050","         8207.06"
"05-Oct-2020","    22352.10","    22768.55","    22247.25","    22370.95","      325414639","         8208.78"
"06-Oct-2020","    22673.05","    22893.50","    22521.05","    22853.70","      247980470","         6221.25"
"07-Oct-2020","    22836.95","    23036.20","    22607.80","    22964.80","      236098777","         6222.31"
"08-Oct-2020","    23150.25","    23450.90","    23063.60","    23191.35","      280136398","         7944.80"
"09-Oct-2020","    23312.60","    23904.10","    23132.45","    23846.80","      350978943","        10261.14"
"12-Oct-2020","    23955.60","    24190.35","    23552.60","    23712.80","      280694619","         6988.65"
"13-Oct-2020","    23663.05","    23775.15","    23431.50","    23492.20","      190829083","         5350.73"
"14-Oct-2020","    23353.15","    23962.70","    23149.45","    23874.65","      225363576","         5907.41"
"15-Oct-2020","    23920.35","    24087.85","    22970.95","    23072.40","      270328079","         7770.96"
"16-Oct-2020","    23219.85","    23646.20","    23148.95","    23533.25","      229438006","         5931.29"
"19-Oct-2020","    23902.90","    24320.95","    23754.85","    24266.75","      388154335","         9824.72"
"20-Oct-2020","    24117.35","    24410.90","    24039.85","    24311.80","      254147636","         6616.57"
"21-Oct-2020","    24444.20","    24823.60","    24099.85","    24635.05","      335657280","        10064.33"
"22-Oct-2020","    24447.35","    24691.15","    24250.20","    24484.15","      241407252","         7287.40"
"23-Oct-2020","    24669.20","    24764.15","    24360.85","    24478.30","      196845852","         5406.45"
"26-Oct-2020","    24525.80","    24577.30","    23867.75","    24075.45","      260452297","         6949.90"
"27-Oct-2020","    24288.05","    24809.65","    23924.20","    24769.50","      299009849","        11790.32"
"28-Oct-2020","    24737.85","    24780.70","    24057.95","    24232.50","      272722955","         7509.50"
"29-Oct-2020","    24063.50","    24339.10","    23822.05","    24092.00","      340550442","         9542.81"
"30-Oct-2020","    24090.15","    24277.35","    23612.70","    23900.90","      271824691","         6308.52"
"02-Nov-2020","    24367.60","    25139.00","    24120.60","    24892.50","      437217701","        11765.16"
"03-Nov-2020","    25108.00","    25760.70","    25085.70","    25682.80","      407591534","        10859.93"
"04-Nov-2020","    25539.55","    25891.00","    25142.00","    25771.60","      409247572","        11400.19"
"05-Nov-2020","    26174.80","    26375.20","    26000.05","    26313.10","      385307914","        10710.40"
"06-Nov-2020","    26274.10","    26853.45","    26135.30","    26798.95","      357689528","        11267.81"
"09-Nov-2020","    27088.95","    27595.00","    27068.95","    27534.10","      365124397","        11074.82"
"10-Nov-2020","    28039.45","    28802.50","    27916.90","    28606.00","      595796701","        19532.63"
"11-Nov-2020","    28713.15","    29030.90","    28211.10","    28845.00","      497507807","        18059.30"
"12-Nov-2020","    28633.75","    28672.90","    28066.05","    28278.80","      308960319","        11278.51"
"13-Nov-2020","    28108.70","    28520.55","    27703.30","    28465.70","      330891449","        10723.25"
"14-Nov-2020","    28685.70","    28752.45","    28431.85","    28594.30","       43672347","         1154.51"
"17-Nov-2020","    28792.25","    29239.25","    28722.90","    29181.30","      317307486","        10924.63"
"18-Nov-2020","    29107.90","    29784.75","    29056.75","    29749.85","      487620929","        12538.44"
"19-Nov-2020","    29302.60","    29627.20","    28819.55","    28903.05","      358602987","        12189.20"
"20-Nov-2020","    28935.75","    29406.70","    28580.90","    29236.00","      320010076","        11614.19"
"23-Nov-2020","    29432.80","    29492.30","    28852.90","    29024.20","      395630008","        12745.71"
"24-Nov-2020","    29265.60","    29827.80","    29206.75","    29737.25","      348058801","        12279.24"
"25-Nov-2020","    30021.90","    30197.85","    29132.30","    29196.40","      546078327","        13653.17"
"26-Nov-2020","    29370.40","    29623.00","    28923.10","    29549.75","      369368245","        11338.89"
"27-Nov-2020","    29622.00","    29716.85","    29368.70","    29609.05","      494394896","        24378.12"
"01-Dec-2020","    29844.80","    29919.75","    29511.00","    29817.85","      325606521","         8780.83"
"02-Dec-2020","    29876.70","    29886.25","    29149.90","    29463.15","      374276909","         9206.91"
"03-Dec-2020","    29728.90","    29813.00","    29379.40","    29448.75","      419239179","        10366.32"
"04-Dec-2020","    29573.40","    30162.30","    29473.50","    30052.40","      466911596","        11145.32"
"07-Dec-2020","    30062.60","    30354.20","    29950.60","    30211.55","      431765351","        12039.30"
"08-Dec-2020","    30300.30","    30363.80","    30025.20","    30261.90","      586847601","        10141.82"
"09-Dec-2020","    30335.05","    30807.25","    30326.70","    30709.40","      542515807","         9755.38"
"10-Dec-2020","    30545.35","    30610.00","    30202.10","    30510.35","      335772472","         8165.97"
"11-Dec-2020","    30555.30","    30811.80","    30328.45","    30604.85","      409937035","         9588.80"
"14-Dec-2020","    30735.15","    30845.80","    30624.25","    30745.90","      269034727","         7156.20"
"15-Dec-2020","    30805.40","    30805.85","    30345.75","    30691.05","      279367757","         8180.08"
"16-Dec-2020","    30920.35","    30932.25","    30587.10","    30698.40","      380587654","         6817.74"
"17-Dec-2020","    30791.20","    30945.20","    30643.90","    30847.05","      260660598","         7563.24"
